Station_Name,Lat,Lon,Elev,Year,Month,Day,PRECIP(mm)
GITEGA,-1.96,30.06,1522,2021,4,14,0
GITEGA,-1.96,30.06,1522,2021,4,15,0
GITEGA,-1.96,30.06,1522,2021,4,16,0
GITEGA,-1.96,30.06,1522,2021,4,17,7.4
GITEGA,-1.96,30.06,1522,2021,4,18,10.9
GITEGA,-1.96,30.06,1522,2021,4,19,0.8
GITEGA,-1.96,30.06,1522,2021,4,20,21.5
GITEGA,-1.96,30.06,1522,2021,4,21,5.4
GITEGA,-1.96,30.06,1522,2021,4,22,5.6
GITEGA,-1.96,30.06,1522,2021,4,23,7.4
GITEGA,-1.96,30.06,1522,2021,4,24,0.1
GITEGA,-1.96,30.06,1522,2021,4,25,4.2
GITEGA,-1.96,30.06,1522,2021,4,26,0
GITEGA,-1.96,30.06,1522,2021,4,27,0
GITEGA,-1.96,30.06,1522,2021,4,28,0
GITEGA,-1.96,30.06,1522,2021,4,29,0
GITEGA,-1.96,30.06,1522,2021,4,30,4.2
GITEGA,-1.96,30.06,1522,2021,5,1,2.1
GITEGA,-1.96,30.06,1522,2021,5,2,0.1
GITEGA,-1.96,30.06,1522,2021,5,3,1.65
GITEGA,-1.96,30.06,1522,2021,5,4,5.35
GITEGA,-1.96,30.06,1522,2021,5,5,4.4
GITEGA,-1.96,30.06,1522,2021,5,6,7
GITEGA,-1.96,30.06,1522,2021,5,7,12.05
